id,name,maker,variant,productType,strainType,thcPct,cbdPct,availabilityStatus,availabilityConfidence,availabilityCheckedAt,availabilitySourceName,availabilitySourceUrl,availabilityNotes,availabilitySignals,reviewAction
upstate-cjk-30-1-flower,Cap Junky,Upstate,,,,30,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
upstate-cbw-26-1-flower,Crossbow,Upstate,,,,26,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
upstate-crossbow-26-1-flower,Crossbow,Upstate,,flower,,26,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
upstate-fgs-18-1-flower,Full Gas,Upstate,,,,18,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
upstate-gtz-22-1-flower,Ghost Train Haze,Upstate,,,,22,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
upstate-grg-29-1-flower,Gorilla Glue #4,Upstate,,,,29,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
upstate-grape-burger-24-1-flower,Grape Burger,Upstate,,flower,,24,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
upstate-hkb-23-1-flower,Huckleberry,Upstate,,,,23,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
upstate-imm-15-1-flower,Imperial Mimosa,Upstate,,,,15,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
upstate-ksc-26-1-flower,Kush Cookies,Upstate,,,,26,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
upstate-mlz-26-1-flower,Mellowz,Upstate,,,,26,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
upstate-pgd-26-1-flower,Pineapple God,Upstate,,,,26,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
upstate-pgd-28-1-flower,Pineapple God,Upstate,,,,28,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
upstate-ss-24-1-flower,Scoops,Upstate,,,,24,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
upstate-sbk-21-1-flower,Sky Berry Kush,Upstate,,,,21,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
upstate-ssb-28-1-flower,Sunset Sherbet,Upstate,,,,28,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
upstate-wp-22-1-flower,Wedding Pie,Upstate,,,,22,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
upstate-wo-24-1-flower,White Out,Upstate,,,,24,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
curaleaf-gzz-23-1-flower,GMO ZKZ,Valens Pharma,,,,23,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
vasco-blue-lobster-27-1-flower,Blue Lobster,Vasco,,,,27,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
vasco-bb-smalls-28-1-flower,Blueberry Banana,Vasco,,,,28,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
vas-5-vasco-pave-runtz-28-1-flower,Pave Runtz,Vasco,,flower,hybrid,28,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
vasco-pr-28-1-flower,Pavé Runtz,Vasco,,,,28,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
wellford-aero-pam-24-1-flower,Baby Pam,Wellford,,,,24,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
wellford-luma-bjo-25-1-flower,Banjo,Wellford,,,,25,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
wellford-luma-bpi-28-1-flower,Black Pineapple,Wellford,,,,28,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
wellford-aero-bbl-24-1-flower,Bling Blaow,Wellford,,,,24,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
wellford-aqua-legendary-bozy-29-1-flower,Legendary Bozy,Wellford Aqua,,flower,,29,1,,,,,,Prefer explicit producer or public pharmacy wording. Only mark discontinued when a public source clearly states it.,,"Check approved public manufacturer, grower, or pharmacy pages and set available, possibly_unavailable, discontinued, or unknown."
